2.962407617376369706e-02,3.276830780436856133e-02,5.882533596541328347e-02,2.519745159426030855e-03,1.596993326598132937e-02,4.328858586106859585e-02,2.158237742972069287e-02,5.482019925046528394e-03,5.182081511301173810e-02,3.866494729118293699e-02,1.640449386849930982e-02,5.920705708732176137e-02,2.312490817437735501e-03,2.105373405016215324e-02,5.770154006691431692e-02,4.999892101269792777e-02,1.414800221965458946e-02,4.317513558858727257e-02,5.054005956865611354e-02,2.371271814286271193e-02,3.644321495235668812e-02,4.558779176872056887e-02,8.457402218915497857e-03,1.034132915162906154e-02,4.728601057623058740e-02,3.747519480335129854e-02,4.732516423850110371e-02,3.945586278137205860e-02,1.920159913117242684e-02,4.360196622638782410e-02,3.941500813805474956e-02,5.154288892301469444e-02,1.654304499853773494e-02,3.621858091411839925e-02,2.251054447624352764e-02,4.920075937535210719e-02,1.209439724954179327e-02,2.304813332021718800e-02,3.672053422505213577e-02,7.685612927742041696e-03,1.221355466428513357e-02,6.654983910646021864e-03,1.247030803944170103e-02,1.602997862402591109e-02,3.424996411189436957e-02,5.495337930693292711e-02,2.208514792076501573e-02,4.770661391282977198e-02,3.700601900453624055e-02,1.996389852155658340e-02,2.736159615243996882e-02,4.436722391345674504e-02,1.464723612838137248e-02,1.125726983778298912e-02,1.633609933808984060e-02,3.294490125247619139e-02,2.965662789839690368e-05,2.195554819061155873e-03,1.155858863841710896e-02,1.055597160219347687e-03,4.047561238929789362e-02,8.903624925776301713e-03,1.710879460518762015e-03,1.332234578687390217e-02,2.967828583822785388e-02,1.940562541947575548e-02,3.721007699368777955e-02,7.927613983419899354e-03,4.252340216214536145e-02,1.865739578805297033e-02,3.584557990518314440e-03,4.674460978507104236e-02,5.165440322678161583e-02,1.857693266300833312e-02,4.417058701783937308e-02,9.781712014716252221e-03,2.045639737568590369e-02,6.175801668336564076e-02,4.782161133633509864e-02,3.737183248759005233e-02,5.016635698751530092e-02,2.936485257487940828e-02,8.039404649339835368e-03,3.589961679573420300e-02,5.322377359782717865e-02,2.422366845152124082e-02,2.858743635673767491e-02,4.621769834157631734e-02,3.349726462539345112e-02,1.291279954006771535e-02
2.380771205077036601e-01,7.996736391039932501e-02,2.493074783752913248e-01,2.921241421410419870e-01,3.100568939814965508e-01,3.026960422654987881e-01,1.346710355517810875e-01,2.869502492153201412e-01,5.150886520607006469e-02,1.220385088790620909e-01,4.074824502553162087e-02,1.061058254793235955e-01,5.589334365051965708e-02,2.500067795480452881e-01,2.915517388841016855e-01,1.920909944717127948e-01,1.862473678233628749e-01,3.523233354284301122e-02,1.383361603579638943e-01,1.731788616957182503e-01,9.051917294324310359e-02,1.841430943814448828e-01,2.605717897818271012e-01,2.320068778729530434e-01,1.062967553220983963e-01,2.549645112845238537e-01,2.570381653963858537e-01,3.563823941918617400e-02,2.848686878473911666e-01,2.762883160005767391e-01,1.202122987677125832e-01,1.237702276157955361e-01,1.289097117294984163e-01,3.025322764905745074e-02,6.622347878547425737e-02,1.278914882114021712e-01,1.387560347679199779e-01,2.939236869045147235e-02,1.101550757917875711e-01,2.657528296932486489e-01,1.735115241040296463e-01,2.052868723183938759e-01,1.209417544139624184e-01,1.311784033464435950e-01,2.863760517688515583e-01,2.649420297114107870e-01,3.439629522097941566e-02,4.851600028962105293e-02,1.108377990152014519e-01,4.822887740674953322e-02,1.223537576865114801e-01,1.003591079575275602e-01,2.763139178321333822e-01,2.727077187449659101e-01,2.956670787531704425e-01,1.910962246466065828e-01,2.930954379618565253e-02,1.504211921392289431e-01,1.845794253814227182e-01,1.614029803665583684e-01,2.684756771408464138e-01,1.999802366777433393e-01,5.755801966838664657e-02,4.110402474382594817e-02,9.768972070747315717e-02,2.931584423122929883e-01,2.621955285241178712e-01,2.359467671321398285e-01,4.014042493970328140e-02,2.172941854431521824e-01,9.438628360254829042e-02,9.684277586610223754e-02,7.187409734869358580e-02,2.120374872587175996e-01,6.223565212767601107e-02,2.503121356830445010e-01,1.649957054965836278e-01,2.201983311969955281e-01,3.720074779202231507e-02,2.498944062957911827e-01,2.286918080844217438e-01,9.478783741408058905e-02,1.948861298215729121e-01,1.562441227889929674e-01,4.324326747145073452e-02,2.373611033430609862e-01,2.708295629425713225e-01,1.206698271150296875e-01,3.113941686424604241e-02,2.242682499944217700e-01
3.190581554418139287e-01,1.850018080879774485e-01,1.987405372477386578e-01,2.819236415771491089e-01,1.972240026206831809e-01,2.174447881181701125e-01,3.412730112160751728e-01,2.911094280082962005e-01,7.012483731687146893e-02,6.277908884392639777e-02,2.986038250039832476e-01,1.143314596230666363e-01,1.945754844047523358e-01,2.396868400876867311e-01,1.336664173692383439e-01,7.422496733155597992e-02,4.077827253691174714e-01,2.507052602780183714e-01,1.744424546244643381e-01,4.000649917210016282e-01,1.582222292601889041e-02,3.062257245545095818e-01,3.264433474550290093e-01,3.374100394060197128e-01,2.803391795661818175e-01,1.216146280251565182e-01,4.635171290975879238e-02,7.647969787048808366e-02,4.057233872983069256e-01,1.730863243659307160e-01,2.802525204685742399e-01,1.706873832401199498e-01,7.425319558325531311e-02,2.700151834097654913e-01,1.617813712987683228e-01,1.745830826909901268e-01,1.931509796065583873e-01,3.384350154579284231e-01,3.912081227385171833e-01,2.203620871812352333e-01,2.504957131444647822e-01,1.917676135765794543e-01,5.964460141473876265e-02,2.582725520979766917e-02,2.970342333708618221e-01,9.135510963771098503e-02,3.092240308335530985e-01,2.781714661948335165e-01,3.668524024208368317e-01,3.744647598038810532e-01,3.836370459941772504e-01,1.963355158598817096e-01,3.666131834574683501e-01,3.275084779210858388e-01,1.470566835278160067e-01,3.086693819203920608e-01,1.990582834074758889e-01,4.060450212900273415e-01,3.156463872369387191e-01,1.585255295040673418e-01,3.832658936908872604e-01,7.114999486119548411e-02,1.904167515140512551e-02,2.713381011441614032e-01,1.271331031539002510e-01,2.911503122690201062e-01,3.984867202617319859e-01,1.385164838738421056e-01,1.254606126593384996e-01,2.293339072387869382e-01,3.657232759973569336e-01,2.493187156751015821e-01,1.159030485664376137e-01,6.668669268260747629e-02,3.505257242283913582e-02,3.115107565777443521e-01,3.364245149290578385e-01,3.211028144776233439e-01,7.845628122530690085e-02,3.966957436436470696e-01,1.449632132802111117e-01,2.281973204141105327e-01,9.535611756647348336e-02,1.946260151035267283e-01,4.350590687773176618e-02,4.271022603221576452e-01,1.667738908304720324e-01,1.361913934222357125e-01,7.356000922149132093e-02,1.048576328545791220e-01
6.049903541169041749e-02,3.251363144650842169e-02,5.879227117677010561e-02,1.584357245892358684e-02,5.684911886342047804e-02,3.123187046298405226e-02,4.267888444737691356e-02,4.777041600950301253e-02,4.122669233079889056e-02,5.610319829858590596e-02,5.543950802413810663e-02,4.269689106754124414e-02,7.299639255629448292e-03,1.895915914452052245e-03,5.429312401008808131e-02,3.046141793829982083e-02,1.873123454982312738e-02,6.619527037534512874e-04,2.992366017562495678e-02,5.686140699889267319e-02,1.400028722163683056e-02,2.933093919507601816e-02,3.770189001797854406e-02,4.464119881191534744e-02,3.925908758520722797e-02,5.839300285430367582e-02,4.940812788172257997e-02,1.914833848146197878e-02,3.397913368046356908e-02,5.984765987325826875e-02,4.746168362892364684e-02,9.695264877363109560e-03,1.437072533647199349e-02,4.593216019019438073e-02,4.519234892341001536e-02,1.297966958528089937e-02,2.896398464943892789e-02,5.788524821782081026e-02,1.200835476647130759e-03,6.419017742409731386e-02,2.359314483600139650e-02,1.975728572522157667e-02,1.630482331982986352e-02,4.821913029608251855e-02,4.966114229681099085e-02,5.349768707373561000e-02,2.150197687970969648e-02,1.023927100068538175e-02,5.094080967329254334e-02,4.961279316830691927e-02,3.495665024781587082e-02,2.166177604895059075e-02,5.445553837539086894e-02,2.037934821456689055e-02,2.667235523786424742e-02,1.299596784597258949e-02,6.144631377354109469e-02,1.540256843633381473e-02,2.611140985766619016e-02,4.795583170414100677e-02,1.234666762319373140e-02,1.321372343502767895e-02,1.337499510882401987e-02,2.238806802083323499e-02,2.093273982067934622e-02,5.441083287481433134e-02,5.705718462588417472e-02,4.063290038356073136e-02,1.649108996909339625e-02,3.380476448236838932e-02,5.540633788737106546e-02,5.200629714672999615e-02,3.285774944761654659e-02,4.769528947194042606e-02,8.805736134154626416e-03,6.104745453950896628e-02,2.340960371724062558e-02,6.189147578339761202e-02,4.870730379567415891e-02,2.535719579356928571e-02,3.410338563764280656e-02,5.449631336583842661e-02,3.596194441075166448e-02,3.875358055450380673e-02,8.466720652898402505e-03,3.406519655705426974e-02,3.664265833948655848e-02,5.712008563670285116e-04,2.513582994541579615e-02,1.993492237414575333e-02
3.598224039845505928e-02,9.915764415189519398e-02,2.502187532178008489e-01,1.721048317729121369e-01,3.151311680412248739e-01,1.494570437281185216e-01,6.143933371858684156e-02,3.195732540376209352e-01,1.377924493941521944e-01,9.517838848676837826e-02,1.098649168061796993e-01,1.888143402640851121e-01,2.425555328574545699e-01,1.478465402952797436e-01,3.446847883976365545e-01,2.491533332835288994e-01,2.115897006782650469e-01,2.428752774532990932e-01,9.924938103390332222e-03,9.970844075129838002e-02,3.167996679613456212e-01,1.452153420127993144e-01,8.765532932400078858e-02,1.612721473466743882e-01,5.424001116764141928e-02,1.826222695228650050e-01,2.865411986692143476e-01,1.445862136390245641e-02,3.051970757167887238e-01,4.135327857341173502e-02,2.685804962648393746e-01,1.105277177438702269e-01,9.252372820009893695e-02,6.204763725798320001e-02,1.425252975749276008e-01,2.892971197745175527e-01,4.301539893407574366e-02,6.128469879291164463e-02,7.742698959883459464e-02,3.006005233663006648e-01,1.227571305474042251e-01,1.898490290931000302e-01,1.441646092923965505e-01,2.213009709631889865e-01,3.089698765120556523e-01,7.753994029696095747e-02,1.265713744276446284e-01,1.667681014936274464e-01,1.270019569886979560e-01,2.121455720450355908e-01,2.181322486866530130e-01,2.999917932917209873e-01,2.099549766213440194e-01,2.074269074467798568e-01,2.100579204682492263e-01,1.608629928994611755e-02,3.189990180565986377e-01,2.019249308077215588e-01,6.377671277046113862e-02,1.556222384498048839e-02,2.068636735857662390e-01,7.921163151583117401e-02,2.050372276073811340e-01,7.815141609292136637e-02,6.035315663524809526e-02,2.075415438628283593e-01,7.555349949511111496e-02,2.511686287730363620e-01,3.125430452417271021e-01,1.500918379820264659e-01,3.217591441392808616e-01,2.026367697571170856e-01,6.163145113519837709e-02,2.390246664751156658e-01,2.031807641164400935e-01,2.662283251407685514e-01,1.660738459147411972e-01,1.325316687452124942e-01,2.187067052428696978e-01,2.599390526414845429e-02,2.633604577037910732e-01,6.476662022825202536e-02,2.307926830018013076e-01,8.905427218877060014e-02,9.208463218996923438e-02,3.026889837565106545e-01,1.835614293510201833e-01,3.394519411709399637e-01,2.606660154333499402e-01,1.374623940071751371e-01
2.456747217172451925e-01,1.327556385893306490e-01,1.018912001793858546e-01,1.452433589364235389e-01,1.564424364453181060e-01,2.012988920271965854e-01,1.206344598468350321e-01,1.496016160343212054e-01,3.454036487093743030e-02,3.084931814470631695e-01,4.718648142996639122e-02,1.225381259047680915e-01,3.222232922906522745e-01,1.632856869093191610e-01,2.848804431083468147e-02,8.434356495816872079e-02,1.774117218111515570e-01,1.437883456112259151e-01,2.524964622804379832e-01,1.271613921618056364e-01,1.355137486062755470e-01,2.755724710095608376e-01,1.641773824838647367e-01,2.038787151802249897e-01,1.971733518288825426e-01,1.624569483547016469e-01,3.654370878587707983e-02,2.643896018800304670e-01,1.894232746756226715e-01,1.283361343734656657e-01,1.077697896479999362e-01,1.427344128036159843e-01,9.689211170565781295e-02,2.898752374113670593e-01,1.101329506426137472e-01,1.989793297753964241e-01,2.339520335717232002e-01,1.542063254775945247e-01,1.236839033172252300e-01,2.938814962266812492e-01,2.338562407680777888e-01,2.018848838793154132e-01,1.062736655517327461e-01,2.424692208827838869e-01,7.480484104660514721e-02,2.557848340748266475e-02,9.394656883227778255e-02,2.998942576923743220e-01,1.908490748159792638e-01,1.055886152452097659e-01,3.735888388659541065e-02,2.063108890729436762e-01,1.125626396849442601e-02,1.141477940185314371e-01,1.570684267044995808e-02,1.368153973373830434e-01,2.909606695524159514e-01,2.316739006562677228e-01,7.314917939399592783e-02,1.584890156997990907e-01,2.448740556284668968e-01,2.871320473088202485e-01,1.526028566977316314e-01,7.226245601119622892e-03,2.309396579117052872e-01,2.581647261077433253e-01,2.094024148897596360e-01,1.795460368974178544e-01,2.546490690362213649e-01,2.323732698811740160e-01,2.011144844812971233e-01,2.357402158916712953e-01,1.735485827718774576e-01,4.937461676909922492e-02,1.467622442220482826e-01,1.842347616468262561e-01,2.197209533757696898e-01,1.868477595299052330e-01,2.516918430030732345e-01,1.950592695853668734e-01,1.534707506792568621e-01,1.725453994258896451e-01,2.401742140901812761e-01,1.847001538486203742e-01,2.989949886069526719e-01,8.791305092848913580e-03,5.957235583565039655e-02,1.789661903172989621e-01,2.417803952783750820e-01,8.496632904680870291e-02
1.456553137676408760e-01,3.841496280461891011e-02,1.267098277550933183e-01,1.939309602420833667e-01,1.178637859375276514e-01,1.522103008994674656e-01,1.260422981637474293e-01,1.760204120973059283e-01,4.798795645089656836e-02,1.131120328320338181e-01,2.174098636883187996e-01,1.120844277114553950e-01,2.834558145374219823e-02,6.106010397288588742e-02,1.988447828029384634e-01,1.703937211943623575e-01,3.817804917925135544e-02,4.628932199519138202e-02,1.471668159177597357e-01,1.273586867248840682e-01,4.750825916088968759e-02,9.087608352873141615e-02,1.553279955834884485e-01,1.903385800982189402e-01,9.057303071629346780e-02,1.081523527007327012e-01,1.362595749422815528e-01,9.625961472959865262e-02,6.189861464950057596e-02,7.047646908781193820e-03,2.052909633470507700e-01,1.773368283317457994e-01,6.916193755005342614e-02,5.877806569011962551e-02,8.403849637903638981e-02,1.673054031160264576e-01,9.668176803472680603e-02,3.967854216101145484e-03,4.610905571611181863e-02,6.174089185105785527e-02,8.573727013122953156e-02,1.879354118923403927e-01,1.064405842034134159e-01,1.309832366618711996e-01,4.609324188277195283e-02,1.445285423310054829e-01,9.722285981735206972e-02,1.525176314333896166e-01,1.736864845294389670e-01,1.341260626261894517e-01,6.726030996985445098e-02,2.050534155155953053e-01,1.611553097966301751e-01,1.186994966981333721e-01,8.151868128859669771e-02,5.054140015810547337e-02,1.107469501654159555e-01,2.086749853972776347e-01,3.302182993832489255e-02,1.957460174439950434e-02,1.271154241100272697e-01,1.704770057078940360e-01,9.697285044151786326e-02,1.409315669540008309e-01,9.924390186297940564e-02,2.017484431713187920e-01,4.407049106108663211e-02,1.504248715705331640e-01,1.249326185280522777e-01,1.307911876500495174e-01,2.255159936317291391e-01,2.073791674202834501e-01,2.132335913480948031e-01,1.882731617737974372e-01,1.279653995418006673e-01,1.613439057711726077e-01,1.289726861624598819e-01,1.960085031468939420e-01,1.002504214124401022e-01,1.515373404554939407e-01,4.838954449744906766e-02,1.669419064787028562e-01,4.656214276987765549e-02,1.606697182226241860e-01,9.488305954586712457e-03,5.564219504089896150e-03,1.346672711176045423e-01,9.221051112776165737e-02,1.936939250265988510e-01,1.239873785078116943e-02
2.129080193814792115e-03,2.048597500696773821e-01,1.619201940235577841e-01,1.602981954489130501e-01,1.249482041819170858e-01,2.022827812006857198e-02,6.278549641115017954e-02,1.911530239484459659e-01,1.163351055661790284e-01,2.076510252457897943e-01,1.474987684844116520e-01,5.989625834553576056e-02,1.908954893725172408e-01,1.849599759957751277e-01,5.464291125472141991e-02,1.579331296464486500e-01,1.681873609282221460e-01,2.028109604830387880e-01,1.109759326395280410e-01,2.197540818842151078e-01,1.690922813167143324e-01,1.883078968158769517e-01,1.765522628514284986e-01,8.576448625987700969e-02,4.716161988794531634e-02,1.596958300687460752e-01,4.989993196773353547e-03,6.182926358666827882e-02,2.199989893649126615e-01,1.936742447741692796e-01,2.143103388162085898e-01,9.185934798194421436e-02,1.690709624509732500e-01,1.187090790472002666e-01,1.940626018722147739e-01,8.355446715883819986e-02,1.971756898317668372e-01,8.701253256099913957e-02,1.281074656783620647e-01,5.021079420557739148e-02,1.845271742423160444e-01,2.209356617229022435e-01,2.019994291245213736e-01,9.521561969792236013e-02,1.620566580905416776e-01,1.913598384467829483e-01,1.993185072846087036e-01,1.486832321608578256e-01,9.122913838444620879e-03,7.361893346575477948e-02,1.029975644239314869e-01,1.367263200328703854e-01,1.830068029390997941e-01,2.304667635020921090e-01,5.984721663411785020e-02,2.087784725318108936e-01,4.717071633700112981e-02,1.437122172946594945e-01,1.414744866395062084e-01,3.101188074654430762e-02,6.759306183191270134e-02,1.561247375072240540e-01,1.283508695831524771e-01,1.639917254363550125e-01,2.198914077500651321e-01,1.452115136590684807e-01,8.090352605200709646e-02,1.933997601575212222e-01,6.102866582932813672e-02,2.096449575122974196e-01,1.005445601554066509e-01,1.995064008015665427e-02,1.180473802273454970e-01,1.335102286716137454e-01,1.023709307084702258e-01,9.932862031613692855e-02,2.038236603448254636e-01,1.261198295810886730e-02,1.618320487809430386e-01,1.396494855265383028e-01,1.859895261204588535e-01,1.451691691951094987e-01,7.785405965793543159e-02,1.175120256721946810e-02,1.909871143052050135e-01,2.299383894149944207e-01,7.674878930942517774e-02,3.134638939490096837e-02,1.636959091068818373e-01,1.290672781878286213e-01
1.450546073436425332e-01,1.343521619737499118e-01,6.533877094831122556e-02,9.404074122814025383e-02,7.786058244097159020e-02,7.804715185662415566e-02,1.474270126401703573e-01,3.228966846066121804e-02,1.511967715150899227e-01,1.626935647133297969e-01,1.026298103454301308e-01,6.871972782346058573e-02,2.928582683896613012e-02,6.789653504936209172e-02,1.133279234966030630e-03,1.186682575168605119e-01,1.060012314615582513e-01,1.259330361748220162e-01,6.089585465687687160e-02,7.893499961508107510e-02,1.531401887728468525e-01,3.702239782183901207e-02,1.481330016343099243e-01,1.287581399100225510e-01,1.127833128363620180e-01,1.479419765309718804e-01,1.338156308332053013e-01,1.405029685780994630e-01,8.908677520395408278e-02,9.501777902811167631e-02,4.305907271406999443e-02,7.375683948640132659e-02,5.053752123256207568e-02,2.350118643438396659e-02,7.284090807698521963e-02,1.321141793745701787e-01,5.999328278384043200e-02,1.657714269793760242e-01,1.783528418965971488e-02,3.026448713195609846e-02,1.053115787000434705e-01,7.622991008624335763e-02,1.257600368096938315e-01,6.868893449171049881e-02,1.551837314475996987e-01,1.320424541660163431e-01,5.503662927209456573e-02,1.028688462817755889e-01,2.909123642162938280e-03,1.147921093398665826e-01,6.179310134317828052e-02,2.257777231357928349e-02,1.100593805074990585e-02,8.989603946018419334e-02,1.075531059841967757e-01,1.525453165070303208e-01,2.027771071828220195e-02,9.668019529788517141e-02,1.905168533210483406e-01,5.847694813299753047e-02,3.504269366289290699e-02,1.636668059512171591e-01,3.330189638838528671e-02,1.089193018793537110e-01,7.267623602966380436e-02,1.024734252805079016e-01,4.457264707972222878e-02,1.236070575371398840e-02,1.402651678966299331e-01,7.267235674947832014e-02,6.713183470522481044e-02,1.447851691360601267e-01,4.203108229505771176e-02,1.519633442282882219e-01,5.529269604896132340e-02,1.841728540906525241e-02,5.752287379208657903e-02,1.407577676667561284e-01,7.639508618795867734e-02,6.773343504141803029e-02,1.181773049391636604e-01,1.261030025880938432e-01,3.842219408483912857e-02,2.211585630268146294e-02,1.054772344358776842e-01,4.392075966232510814e-02,3.503007315509187175e-03,5.427628985105228954e-02,7.832181684119077225e-02,8.251905428116974861e-02
4.977654077522436146e-03,1.482711769730351778e-02,9.193769470808726280e-03,1.170399582803621601e-02,1.056429501274985805e-02,1.486275338313778997e-02,4.860943214041145433e-03,1.125195245804915846e-02,3.718554231753706720e-03,1.856831341523861381e-02,1.175305268325179189e-02,6.908416690478150039e-03,3.965823488906183164e-03,1.225656281918943366e-03,1.854691160100449933e-03,5.517339502934987504e-03,1.102660097451943315e-02,1.250576297852656719e-02,3.239967144486182848e-03,1.388397726833186067e-02,1.568341748815987174e-02,6.047897133639257641e-03,9.330666036850674902e-03,1.795669154301086229e-02,1.006255000210910279e-02,5.886437763933344107e-03,8.136383790229373761e-03,4.680351251464487383e-03,8.408774560877010570e-03,1.183052816543791672e-02,1.333582532406608553e-02,1.488630581337742863e-02,6.695162634807837534e-03,1.165379482736346103e-02,1.621011589876731121e-02,1.122882098797161471e-02,6.150141745142282540e-03,8.075029759377627681e-03,4.835358579893732529e-03,1.987374460020017997e-02,9.177988353520356857e-03,8.615782637177460748e-03,1.150935329776360799e-03,1.815180005878211725e-02,8.212732683064223604e-03,1.141373767366673890e-02,1.098188885247992040e-02,1.132516968960025835e-02,1.531244027439440441e-03,3.079528154782734152e-03,9.528911888048724119e-03,1.361247093455886410e-02,6.957760639549796268e-03,1.292190895604862673e-02,1.148519448429081470e-02,1.650681490129891904e-02,1.508469844869084892e-02,1.513409420287221627e-02,1.024851038657772877e-02,1.514619772619978447e-02,1.098802528941678416e-02,1.451272661256327104e-02,1.424456026488652924e-02,8.424286848728843730e-03,1.724560375155982650e-02,1.904677551901963126e-02,1.906615310930514715e-02,1.021157390401238388e-02,1.153600450524415802e-02,4.034161731141077886e-03,1.023224863284100811e-02,6.251797997535780450e-03,1.665461930805567717e-02,5.792272447233904643e-03,1.015480138053971755e-02,2.755894281565549574e-03,1.000429926756141001e-02,7.551929386231661864e-04,1.760849913635403538e-02,9.760678292230777833e-03,8.096960635411596871e-03,7.474691806610529125e-04,6.860474933921985839e-03,1.334719621158123211e-02,4.767261211580003585e-03,1.208971469580347007e-02,8.961300136029126066e-04,7.901399025742390780e-03,6.414555385721874749e-04,1.011178104212471021e-02
