8.077394034255587218e-01,5.837139626918470547e-01,6.106609152597071155e-01,1.045760476876689493e+00,1.485488720189824141e+00,1.825227759626230073e-01,1.215309322629813948e+00,1.275769853514765462e+00,1.154854269723221805e+00,1.271489746916206975e+00,7.305825276677422320e-01,2.211536246428270069e-01,1.568591289564851499e+00,8.523613160153199475e-01,6.225694421471243967e-01,1.357130275338507497e+00,4.354667402015144351e-01,1.274446247140935906e+00,1.596517637590721739e+00,1.460681870787194248e+00
1.387424435972544057e+00,1.254028571469351983e+00,1.137905995664800551e+00,1.458520992792656124e+00,6.433409789456627781e-01,1.305758321736407490e+00,1.364483864443994499e+00,1.161243560320258217e+00,8.694891457320802486e-01,1.436348824497296173e+00,1.028581749147880142e+00,5.242284454697322404e-01,1.499802843063325231e+00,4.206659781880391913e-01,1.174082827077146618e+00,1.161848989078096556e-01,1.169801462987021479e+00,1.163362034612568596e+00,9.767313649726310221e-01,9.926267912368313961e-01
1.167875301970752906e-02,1.206457979462544246e-02,1.486856724247084122e-02,7.008651322906903763e-03,1.199171804256926252e-02,1.317161743046875617e-02,1.280523218440766942e-02,5.278902962921556974e-03,1.929084045506602313e-02,1.826132464219396706e-02,1.574502856900098294e-02,1.109602980360857756e-02,1.450803274612298341e-02,1.679976946842779567e-02,2.039535060247925705e-02,7.818884954932310213e-03,1.173937349283860412e-02,1.487890693235710202e-02,1.175910623066350053e-02,1.215293746580232634e-02
6.731425925321631309e-01,6.320415741402970466e-01,7.918862970043003546e-01,8.676262776330231352e-01,7.480338089406108892e-01,7.349620691749978452e-01,2.865059692138579583e-01,7.951042111778858779e-01,6.082383988934635388e-01,8.004778346151864010e-01,5.807902929809697357e-01,3.141225116679876028e-01,7.924382195704291476e-01,4.103810615391872973e-01,7.108110186906343442e-01,2.166999456090153986e-01,7.893393948765052848e-01,6.802492579479145762e-01,3.710288381705309502e-01,1.171460578761567145e-01
5.298585586344246347e-03,1.063187314343777903e-02,1.275818909236221647e-02,1.240298105283367015e-02,1.196287013188714402e-02,1.316831668967917424e-02,1.317436526630716594e-02,1.433982077707372273e-02,1.363702111408250650e-02,1.478575108974603675e-02,2.408334346772003295e-02,9.873877713513499674e-03,1.057239040179622051e-02,2.352129700281193822e-03,2.098508456923698154e-02,1.810979294008456530e-02,4.494698369573191590e-03,1.258637826440442940e-02,6.887346410369336522e-03,9.057742820536318282e-03
2.666944592816490600e-02,4.699159940453268708e-02,2.984384597269280903e-02,4.948991682949213655e-02,4.115499211717404959e-02,2.926785852199384474e-02,2.924314629186934925e-02,2.484373959740983698e-02,3.638586977566422159e-02,5.136517217371881078e-02,3.484763148289236195e-02,3.406104667713138329e-02,2.124912891684555341e-02,4.748128687178205382e-02,3.397017501435151826e-02,4.741759563345565587e-02,5.493805984536718340e-02,4.287271410930247606e-02,5.149078360675805183e-02,4.850142610140648763e-02
6.929779994931112297e-01,1.600957419333625398e-01,5.748478169637163265e-02,7.433419215294859717e-01,4.471341800286889323e-01,3.648605487646434664e-01,3.838076098200929320e-01,3.771753780141264278e-01,8.768158898434048609e-01,9.074094269243826449e-01,3.786017704605609269e-01,9.486947485175010186e-01,1.947836431953605119e-01,8.931725048021240676e-01,8.827001454074079323e-01,7.572944405555201985e-01,1.937606913956074484e-01,1.027271965961869427e+00,8.001169706490263156e-01,1.587040453971987411e-02
3.639872601845014488e-01,3.624917463330139533e-01,3.122422192122247808e-01,3.564000760462711082e-01,3.120708809908659398e-01,1.482041453509111983e-01,1.374433334757831637e-01,2.458821074236611504e-01,4.497202986024704252e-01,5.171074270993766264e-01,4.155391655988816546e-01,1.645453087579155371e-01,2.506048400224108463e-01,3.255389516370615910e-01,2.728780409017070863e-01,1.400262884419556098e-01,1.989608644975301432e-01,1.337147735387101410e-01,1.298353384890316708e-01,3.478132810017053322e-01
8.425833946919621033e-04,2.630025634967490724e-03,2.191279492207869484e-03,2.390790116721203725e-03,1.371780668114287163e-03,2.084842435295477126e-03,1.992762947818716227e-03,1.261615180817487287e-03,2.697886844532436205e-03,3.256383676436300049e-03,3.334417327346975157e-03,1.105451695153933682e-03,1.266975315852637276e-03,9.941003794168866209e-05,2.762535855343763690e-03,2.791640853923742227e-03,1.404503049861432562e-03,1.571691445948533369e-03,7.754373676948892076e-04,1.972670156418845477e-03
1.534842379733540874e+00,1.102745203804078145e+00,2.489195315037731615e-02,1.083676399773234822e+00,1.408959053573594744e+00,9.025062696337096124e-01,1.008389322362096774e+00,1.188182013597549158e+00,1.002092911786095941e+00,9.693916376480625763e-01,6.689715533848685780e-01,1.055749169784782726e+00,6.264939758969542138e-01,7.296948964905430879e-01,1.105800751417931993e+00,2.326226380659784099e-01,1.218152353343100680e+00,6.949690167797275553e-01,1.255480939272299423e+00,1.299902499003990242e+00
