6.837694165957321213e-02,5.045962913213364320e-02,9.308098648031022659e-02,7.823305722261487960e-02,7.238836530888073661e-02,7.333507695686643235e-02,5.847015343522495717e-02,8.316376536356703819e-02,5.672706321623924297e-02,7.832898484186522070e-02,7.079412205256478685e-02,5.639467071755667471e-02,5.362338850720227423e-02,5.349178444417932582e-02,6.541215745274246707e-02,7.448512596907436167e-02,5.902935260610661650e-02,8.145151236592247657e-02,5.816337683801125341e-02,8.833629371828587151e-02
6.095601287246436850e-02,7.570807677155390325e-02,6.398212945613354630e-02,7.397767166856576704e-02,7.091530446279641076e-02,1.205070882490714285e-01,6.506089406599942226e-02,1.046552082188628024e-01,7.539379276035321209e-02,1.029977886274111853e-01,7.193641134699262085e-02,1.064487805502677825e-01,7.210052175710641997e-02,8.234258333837961297e-02,8.988601699230795716e-02,7.688595800596340069e-02,6.229194981939560616e-02,8.911607613587134435e-02,5.577645235016236852e-02,6.339034788961871170e-02
1.633805486489256498e-01,1.592611957057982752e-01,1.150991983665243107e-01,9.563300516401991580e-02,7.690055955162883317e-02,1.032137419559152336e-01,1.777236508789964420e-01,1.588679168375918827e-01,1.004110756552099304e-01,1.067478610823371643e-01,1.206870832909539976e-01,1.263805807138470572e-01,1.471721192613306417e-01,1.661495073342193485e-01,8.377709727880551516e-02,9.847976448981229924e-02,7.376961229239308027e-02,1.188136533700157732e-01,1.590813150090115702e-01,1.023573721879438153e-01
7.577245024649324062e-03,8.341081457268773383e-03,5.363177913747131133e-03,3.971190239032218808e-03,1.034039721046480127e-02,1.344247316625492468e-02,9.008262677710210387e-03,4.164097996271584612e-03,9.199217344657426715e-03,6.414223795472553426e-03,1.097095877412138619e-02,8.050595852051685083e-03,1.049679242830076423e-02,4.362918554220596851e-03,3.339845507371694711e-03,5.976384474709464829e-03,1.199892015056460912e-02,1.154521025176192747e-02,1.448793512633320298e-02,1.208829746372330066e-02
1.569614355357282776e-01,1.097164147687067215e-01,1.270079927737702841e-01,9.316769140352551548e-02,1.106392425254657669e-01,1.121515318577521320e-01,8.525779761470909934e-02,1.770716989532402919e-01,8.551521839285546045e-02,9.445460625578668001e-02,1.847588426234973713e-01,9.360546532615228454e-02,1.172319603060921478e-01,1.463727668911415092e-01,1.240364047463465152e-01,1.384850413934464453e-01,1.060425858234111951e-01,1.085520685329375429e-01,9.603504870221125922e-02,1.223606746401863232e-01
1.363541582886971804e-01,1.445490092797663828e-01,1.309430543973368333e-01,1.210217935906124226e-01,1.638840914850133446e-01,1.129966902964361364e-01,8.560887497829267057e-02,1.351785935337130318e-01,8.859053068271280362e-02,1.449411343519439732e-01,8.424622042991430915e-02,1.762918618087327693e-01,5.936493666502938582e-02,1.295308992853780594e-01,1.047706841036463443e-01,6.779918387713841643e-02,9.055622293436775549e-02,9.982662490854968262e-02,7.150397815221408437e-02,9.189234190932718538e-02
2.069037303655985385e-02,1.979867627153530235e-02,2.979597816079623471e-02,2.810429007602697343e-02,1.847192501974372417e-02,1.703476519788890350e-02,1.828141662643773327e-02,2.134470695449309022e-02,2.605351587498386592e-02,3.610243518868831714e-02,2.185525764553822997e-02,4.494538088491891598e-02,1.632657069598847030e-02,4.548504293813970811e-02,1.524118299055929847e-02,3.840412940890369775e-02,1.751858917068011001e-02,1.537597293908275764e-02,2.622520896055781717e-02,1.658448833223898425e-02
3.074931832448261904e-02,3.241408688217598671e-02,3.755624384067972332e-02,1.296162359808505568e-02,1.366685567105129992e-02,3.253356796768677034e-02,2.300821999319009256e-02,2.091204110178069425e-02,1.845104591713955106e-02,1.577590514682836523e-02,1.990184076590460066e-02,2.086008647874102243e-02,3.930624809928205676e-02,1.968798059669020842e-02,3.195806211582744027e-02,2.550835411910544817e-02,2.217571375287489058e-02,1.460323798167151126e-02,2.468908953145072457e-02,3.470747718090544387e-02
2.849279885109495813e-02,3.487970429562343988e-02,3.022432487728901607e-02,3.350678506320026173e-02,1.855038201507216294e-02,3.680719706138112918e-02,2.383011746909517031e-02,4.536933633462704452e-02,2.973808071825519844e-02,2.747228567008532657e-02,3.851966502189332897e-02,3.704478845130126929e-02,3.837230458925342674e-02,3.143440875490350478e-02,2.293732681244424823e-02,2.458216002586016691e-02,3.806789414482945194e-02,4.239325167388752202e-02,3.100227700615807575e-02,1.748549696296023553e-02
1.322630039372930597e-02,1.634239951613213754e-02,3.452621743301544088e-02,1.959366098763881334e-02,2.198802606052637984e-02,3.365569815637755452e-02,1.086555722813257324e-02,2.046982252274950204e-02,2.256512859574239319e-02,2.212407844714239444e-02,2.205035694479042310e-02,2.469468760063846594e-02,1.256629090335852766e-02,2.453815895968284796e-02,1.551626118900331121e-02,1.645048805870265654e-02,2.631559700523159601e-02,1.524763063059023441e-02,1.144749201453351163e-02,1.027411302689913188e-02
2.633899552755817469e-02,4.733819411730659510e-02,3.435759745689460215e-02,4.071055748751355174e-02,4.678432975147717859e-02,3.182531543591747558e-02,2.462579908546937146e-02,3.421237282479378666e-02,2.414643317956235991e-02,3.348395257965267047e-02,2.940593361407728770e-02,4.569233148639749442e-02,3.293055599847549003e-02,3.967176109815980650e-02,3.680896761614724233e-02,2.818778160189210416e-02,2.708692771904083751e-02,4.680416865357860112e-02,3.289120815532669412e-02,3.838258682259534926e-02
6.945403671375231791e-02,8.353632975990031573e-02,4.527436138263564447e-02,1.024367940349916739e-01,9.182889631825982835e-02,7.529858692324922775e-02,9.088129632288892423e-02,7.872719114846261912e-02,1.125219691494998286e-01,9.720998433967367736e-02,1.348154244743633434e-01,1.217709592014116354e-01,7.727197825483654581e-02,8.288064213519789891e-02,7.791862224038248463e-02,1.243822967102794635e-01,6.039122564063761217e-02,5.578752899632224288e-02,9.844642537241994618e-02,5.004111184225454312e-02
