2.265216114445032791e-01,3.886538143871760553e-01,4.441968953606735271e-01,5.170586963943168968e-01,4.346648510775947827e-01,4.104962227817836595e-01,2.598507196430604460e-01,2.990555797692805995e-01,1.936294690395722745e-02,1.259287505794101369e-01,4.686025737447165329e-01,1.197699043074232222e-01,1.629300727316892183e-01,2.747271389332699987e-01,1.816579608413129154e-01,2.492057028275342645e-01,1.854308097676172218e-01,3.945741446611481518e-01,3.175481854517156477e-01,2.515864571568791064e-01,1.352172670637226959e-01,2.310556970496750462e-01,5.575445377046150952e-01,3.347921162284505092e-01,2.400295253474526991e-02,1.549649886295763057e-01,4.745017522484373251e-01,7.173467289110550815e-02,1.608807726552011486e-01,1.146024008843597869e-01
6.998054818310466274e-01,8.376749768207714109e-01,2.050977152983881335e-01,2.053245373775162419e-01,2.742811284016550277e-01,8.873005835234142324e-01,2.186025991602696117e-01,2.930356269910073808e-01,5.874784270819648491e-01,3.237021869469323965e-02,2.376954172181827973e-01,2.899068354391543534e-01,8.230173273238474696e-01,7.607520592403346216e-01,8.276348445366228379e-01,3.591467981975033918e-01,2.107705905448518935e-01,8.174485896973066046e-01,3.714338263239244098e-01,3.871511292946478444e-01,7.408207219708203839e-01,7.635504929491940818e-01,8.309440049881925416e-01,4.085347755345998810e-01,3.511357295295335912e-01,8.000041030095450534e-01,2.802875616799981873e-01,2.361934814245592595e-01,2.470092786842991231e-02,5.734825161462774323e-01
1.065211835761763703e+00,7.052853601578396026e-02,4.604437557293011851e-01,5.893337902031068332e-01,6.604802832973859505e-01,9.745166065465179495e-01,1.163407011899235954e-01,8.838253360309955564e-01,2.836834740096327301e-01,4.791682133493904150e-01,2.477877722870228117e-01,8.094407634084269665e-01,4.774496156032480565e-01,1.109858967838676991e+00,1.869526390704777108e-01,4.028373516636962748e-01,6.396036603364634310e-01,1.129289046891062576e+00,1.544180511224683972e-01,1.050145258991626473e+00,9.618938336255373756e-01,9.192294285888247263e-01,9.688085363723439869e-01,3.005700376552056796e-01,1.005558233762346987e+00,1.760508143239527257e-01,4.127544858227549796e-01,1.000441604414435526e+00,6.080737655093013672e-01,9.055929289067363719e-01
3.277713185160885390e-02,3.662917220088857118e-01,9.671450399115279206e-02,2.639116544566064149e-02,8.817975414779108401e-02,4.806664978634972440e-01,2.441781113225924837e-01,2.281767220896137593e-01,3.866186837550616429e-01,6.272788873811102617e-02,3.499028854612447614e-01,6.526905741644703496e-02,4.290020367440474658e-01,3.187226438900980230e-01,1.599834873965015614e-01,5.163081908618446514e-01,4.486393182781314715e-01,6.541099328738490815e-02,2.958354785310083335e-01,4.982621905361626635e-01,9.020036505213792355e-02,2.621472452790659657e-01,3.574236141505413022e-01,2.784504571717421606e-01,3.476233558591593775e-01,3.173539537801371990e-01,3.831039686856542170e-01,5.039114981330122811e-01,4.710953345816181748e-01,1.426155784115699932e-01
4.477841879754304033e-01,6.039200759376890382e-01,3.569716286871798538e-01,9.261609456425459186e-01,5.703170796887566674e-01,6.588177014199307902e-01,4.824045505548770763e-01,7.442509394659730937e-01,1.890800863978705781e-01,8.874717594061594106e-01,7.398149138827868621e-01,3.047571089257993804e-01,1.607698634706243856e-01,2.145419176834185149e-01,5.150422795698228473e-01,1.003878156637441732e+00,3.953476317017905473e-01,5.459984319682130716e-01,3.797453035635091068e-01,4.522220868263309712e-01,4.805537898425691345e-01,1.460012784331781999e-01,8.011082108035567639e-01,5.652398830164564458e-01,7.317581867064474332e-01,5.171002556870898381e-01,2.286454623835655897e-01,4.131441863077970900e-01,3.926593011961495572e-01,5.779463723047992829e-01
4.512926393840695494e-01,7.451009325040652831e-01,4.629424680446949658e-01,6.578907678254336533e-01,8.824152075405364837e-01,8.526494408047189388e-01,7.752775515522241090e-01,4.078646250596591472e-01,4.174269842211346671e-01,4.259098349560872521e-01,5.705012834047649140e-01,4.047060412332794677e-01,6.850102775825929469e-02,1.693481003291233966e-01,2.951730459036049081e-02,9.909597115495090147e-01,8.189846784120928813e-01,9.893911659252293544e-01,1.429527644897919669e-01,8.030233553886635400e-01,6.370528718900508869e-01,7.662084996035978257e-01,8.716572997214353524e-01,9.195184415856626492e-01,8.873091859576844875e-01,6.921707072366570790e-01,7.827553923782395451e-01,1.345647667338993880e-01,7.983797950028781454e-01,4.784673754134818879e-01
5.818138324850614662e-01,6.685124553119862201e-01,6.520468872455947862e-01,5.476293026965977084e-01,3.111180436440346142e-01,4.714618506144930832e-01,5.233700255992888017e-01,1.815483272624176803e-01,7.044640980416220222e-01,4.693384534656785956e-01,2.213572997606724768e-01,3.827676904319686213e-01,6.791642226554662765e-01,5.926264553405486968e-01,1.249314801449358803e-01,4.483804637149196304e-01,5.120754692334387181e-01,1.319470793580371226e-01,4.640939026351253993e-01,1.382263603454637335e-01,4.694693275149420253e-01,4.939590372524977346e-01,7.361835862149591625e-01,5.970638684117078876e-01,1.505794656733156767e-01,5.010067100317917577e-01,9.943814467691909631e-02,4.565135601724593095e-02,5.213218621717523593e-01,1.715335729916596108e-01
6.521045218035594893e-01,4.902262848269288154e-01,4.920316803930107619e-01,5.154697679180422210e-01,5.448724635997965748e-01,8.238000142271003669e-04,6.853089004890569047e-01,6.041367383052795859e-01,4.653389589633183943e-01,6.556290087134252209e-01,6.269629133717598002e-01,5.465196726321439602e-01,4.717103132189354731e-01,4.886896627598666387e-01,4.583902439876683110e-01,1.001054778662831789e-02,6.505070895962060673e-01,3.473709177179983287e-01,1.440058285481040090e-01,5.290120170522548682e-01,4.116952737927297434e-01,1.632956921157958097e-01,1.568259313535530219e-01,3.120759555275053332e-01,5.741816401034033346e-01,2.663047655434101491e-01,1.001045296893162545e-01,1.171103174338832681e-01,3.162388168552800471e-01,3.892359774496317315e-01
9.593054916434361201e-02,2.223426504727013531e-01,5.466347496291095176e-01,6.511158059049098473e-03,5.950224133654345993e-01,1.438787423789520126e-01,5.326771381855883725e-01,3.947610288786129740e-01,6.121528098960494768e-01,7.263901691325173049e-01,4.016448447923882670e-01,4.591182374908275854e-01,1.349203641263666265e-01,6.987105891521359913e-02,4.699715415660816187e-01,6.144824985327133060e-01,5.660649490692114538e-01,3.324603043313480999e-01,1.813012532523317899e-01,6.427409772892874740e-01,5.088951775458224747e-01,9.891718638948812647e-02,5.341167689067581603e-02,2.676277520643857155e-01,1.614436644949602540e-01,3.222585682900275805e-01,1.045921614539648409e-01,4.909860845198496526e-01,3.293077566365967823e-01,3.308925628859151202e-01
2.113464406249846161e-01,1.116531044576213189e-01,2.417163051478808389e-01,1.591702252533221951e-01,3.619688912479968046e-01,1.430095587962781356e-01,1.951031562918298656e-01,3.611215350050033315e-03,3.143375749499398020e-01,9.381809239832018810e-02,2.794095821064607188e-01,3.252185871435057662e-01,1.382293969587699289e-01,1.267830579818981229e-01,3.691619372289439149e-01,1.830133467120876323e-01,1.902294890741299815e-01,3.315739135416175820e-01,1.830075275189903539e-01,3.821308083423537449e-01,2.452576914504240313e-01,7.532911862433214201e-02,5.238004841318182753e-02,2.732133890879153704e-01,9.932277809496438403e-02,2.348045375714603311e-01,2.675626020699752861e-01,3.854719321441307245e-01,3.535195107597969844e-01,6.208554915220406561e-02
