1.122404513708913504e-01,1.468223262302084664e-02,1.183469889946391074e-01,1.142638662583942907e-02,6.905012493592682654e-02,1.146206440367967122e-01,1.214363042014721117e-01,5.398304850276908207e-02,1.221436177270006918e-01,1.090338234366203807e-01,1.001913648030555853e-01,1.331277829074222763e-01,4.822892175588192054e-02,1.258285941074671101e-02,7.935326545073843885e-02,1.376462460290190926e-01,8.235885080052798846e-02,2.812674007134658219e-02,2.975755857445660721e-02,2.599972523646632006e-02,1.041831710007613820e-01,1.081354269422161035e-01,1.185310988621122164e-01,3.283186557585781803e-03,7.391983461126960808e-03,1.150078820377176680e-01,5.872609423522218153e-02,9.876505723531785186e-02,2.113903365573788998e-03,8.208931415797177111e-02
8.169224858531561051e-02,7.934364493492414294e-02,1.302959154800217567e-01,1.386075211405787544e-01,9.211203333906074764e-02,4.381481619558376395e-02,5.407102997838121594e-02,1.145023485759234100e-01,3.923271791405386066e-02,1.393711579647526622e-01,5.007897265438280426e-02,1.978469344404190991e-02,8.925796258213625212e-02,4.154010197034603558e-02,1.369075402903761063e-01,1.090734039035198416e-01,7.362644039891662329e-02,2.040166811722207013e-02,1.130321860479787943e-01,1.011865570256751702e-02,1.326435201128419727e-01,1.340199507055633565e-01,1.008420742594153541e-01,5.877365930699753743e-02,1.332233291395920616e-01,1.221128036546491324e-01,6.232380418853011861e-02,9.347721019059881953e-02,2.230550771852965117e-02,1.191654789045070439e-01
2.901372173956573430e-01,4.181807443267678837e-01,2.160210167368298122e-03,1.583263190779662238e-02,1.966471354355967815e-01,3.542543369583553425e-01,4.255928643257550492e-01,2.981443118022861216e-01,1.188353902883538538e-01,4.128317762236318605e-02,4.268421826491633486e-01,2.813454636373779461e-01,1.730406372034604956e-01,4.343951280906243606e-01,9.170139702774479651e-02,2.806664102577131614e-01,2.346569394492378224e-01,1.577537062217027053e-01,1.508593683478006708e-01,3.732475138437730822e-01,3.720239486231056159e-01,2.855957348225076631e-01,1.509178886332597502e-01,4.419531889509088485e-01,3.737818274002662200e-01,1.706484402537617739e-01,2.655604150057020441e-01,3.430012979665929551e-01,7.919233458630826894e-02,2.399827001798615911e-01
5.411208173494690653e-03,6.003936447281258554e-02,7.733429114945641891e-02,1.724708052721758422e-01,3.471325183334369319e-02,6.918485670723419079e-02,7.142293894336174120e-02,1.744109462649152953e-01,1.833002682741614320e-01,1.786615477508226024e-01,6.401133046330061138e-02,1.356560421377771553e-01,9.013077543303769923e-02,3.646268485699125095e-02,1.439830979432811867e-02,3.577374766081334312e-02,1.732941881925361138e-01,9.406158348249732404e-02,1.427321294570515209e-01,2.510019121569444928e-02,5.599444000238372465e-02,6.438091855248181949e-02,1.648460699200631763e-01,4.739481740867957510e-02,1.355874551744153667e-01,1.056566075004015393e-01,1.189765571825767004e-01,3.969966649773284950e-02,1.480566999448466869e-01,8.046922024520090574e-03
1.928684079016337982e+00,2.187500915080540675e+00,1.929210247915128074e+00,3.699248884421297290e-01,1.595486552360317667e+00,2.008542758296272268e+00,1.649747666914116007e+00,1.267208373406821131e+00,1.744817474561371151e+00,1.086408480127894205e-01,2.095617138338506713e+00,1.185504634595046403e+00,1.671959808934687430e+00,1.602715815684897072e+00,1.493876541154977922e+00,8.100498761950264415e-01,1.987473656961292523e+00,2.262507376629468325e+00,2.266504067301415848e-01,1.565159314207457131e+00,4.645953997587983220e-01,1.246631645319880244e+00,1.816633768965128792e-01,1.373076255062969167e-02,1.981420883942547062e-01,1.699230209171112005e+00,7.032933479612666350e-01,1.947977862270711569e+00,1.290097435523366753e+00,1.328311468380567684e+00
1.329688217963352348e-01,1.514449254093207242e-01,2.598158172074077621e-01,1.818760765724071471e-01,4.012128166087335773e-02,2.264980549978565794e-01,4.922450267790314665e-02,9.324392801311652546e-02,7.419517455278162865e-02,2.790189105513269929e-01,3.397340533166479104e-02,2.428609172222909729e-01,1.385143570709771073e-02,8.386490581859601390e-02,1.059231336873679152e-01,5.052793202828914643e-02,1.635254088014790053e-01,2.646035492089982011e-01,1.323784009881006363e-01,8.011684968911721161e-02,1.320888024295791552e-01,2.637612185235996276e-01,2.773645057642259437e-01,8.273962052335144535e-02,1.669670368878399536e-01,1.758585746216652923e-01,2.192863624371626241e-01,2.068849103814404677e-01,2.346204010152567465e-01,7.019186878090701888e-03
4.129164219975202388e-03,1.755993945047337190e-01,1.993565861822467200e-01,7.660983015342913427e-02,1.867354005883331280e-01,1.620825241013735263e-01,3.808002056178871192e-02,1.383259862525446915e-01,8.455207886714122267e-02,9.252728065592132067e-02,1.530951459562082950e-01,6.541873978552069369e-02,1.021451881839304243e-01,4.016162505384426352e-03,3.351798889144736587e-02,1.036593951365358673e-01,4.630425546051657182e-02,1.823726365659758542e-02,5.761218245455902026e-02,7.356480597547855604e-02,1.970191669644259513e-01,1.096146742836973803e-02,1.458984544523786453e-01,1.148718292913036704e-01,2.120002629541624106e-01,1.544567073498152032e-01,9.462258645062704421e-02,1.812505556294803089e-01,6.811836572176352411e-02,1.815290368681243827e-01
9.225804163558780358e-02,1.629813169704515952e-01,2.202599080992716785e-01,1.886640834963493885e-01,1.189584099693425517e-02,1.245276911456359575e-01,8.664971234940241351e-02,1.959915262042604550e-02,8.403709911634209620e-03,2.205278842886170265e-01,7.149855725666605377e-02,1.335520235374942633e-01,1.296354812853487137e-01,2.081726258178880906e-01,2.066016608254912790e-01,7.022477420610104271e-02,1.339352247331543344e-01,1.813144362079708305e-01,2.137268263850191363e-01,1.634195737404105508e-01,8.112126335722144588e-02,2.510700573069365310e-02,1.054316823932602704e-01,5.262954706264763582e-02,2.227384173310927307e-01,2.662648597308148526e-02,7.749717020949753454e-02,1.212426034319459001e-01,1.794057544046751274e-01,7.438929227818273648e-02
3.117912539041927555e+00,1.723119395133362985e+00,3.606409472258474302e+00,2.801719876169626033e-01,1.326325940597004038e+00,3.052082429735756719e+00,3.058311776897038481e+00,2.244261196783999157e+00,1.109807392393169945e+00,3.070977705518363354e+00,1.841196607159822030e+00,3.254838604639871402e+00,5.586083434585243923e-01,1.717518803834612751e+00,2.895498071366385595e+00,2.535001023317879021e+00,3.485775913587596975e+00,2.131676764409951463e+00,2.477327042336998186e+00,2.714242479152342291e+00,5.673786815637453795e-01,2.635308104020854358e+00,3.534769834845830072e+00,9.031677611012957074e-01,1.512668902656062020e+00,3.137323633620398677e+00,1.907808024940939706e+00,8.168334467412903255e-01,1.532969961508432011e+00,3.492720347178507101e+00
4.270519470037056203e-02,1.247710837852931270e-01,7.370737398997900813e-02,9.660480718886392537e-02,1.236681905608941340e-01,1.204561342111627048e-03,2.000949107339713637e-03,1.875294549206171779e-02,2.762243657800508498e-02,6.449409302729527949e-02,1.199598313713168274e-01,4.954419909361343355e-02,1.449970648789221106e-01,6.002256206897244734e-02,9.433929904860224869e-02,6.569197155351026718e-02,1.210027986258250809e-01,1.035321872440887747e-01,9.534929959504097330e-02,1.001639198590542623e-01,5.000911343096898359e-03,6.970665928014806167e-02,3.069488830574123445e-02,7.926988000246878302e-03,1.478709169090627051e-01,7.573930673297098182e-02,9.466729443564929347e-02,9.628127428709229441e-02,4.453073393370391569e-02,1.173379311772461270e-01
